timestamp,src_ip,dst_ip,selected_path,throughput_mbps,delay_ms,loss_pct,exec_time_ms,path_changed,topsis_scores
1779880890.893225,10.0.0.1,10.0.0.11,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,1.2317,0,1.0000|0.2637|0.0000
1779880890.896191,10.0.0.1,10.0.0.11,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.7706,1,1.0000|0.4746|0.0000
1779880890.8995223,10.0.0.1,10.0.0.11,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.6604,1,1.0000|0.4746|0.0000
1779880890.9022048,10.0.0.1,10.0.0.11,"[4, 5, 6]",15.0,14.1659,0.0,0.6058,1,1.0000|0.3507|0.0000
1779880890.9052186,10.0.0.1,10.0.0.11,"[5, 6]",15.0,5.9328,0.0,0.4265,1,1.0000|0.6217|0.0000
1779880890.9096038,10.0.0.11,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.9401,0,1.0000|0.2638|0.0000
1779880890.9143724,10.0.0.11,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.9966,1,1.0000|0.2638|0.0000
1779880890.9177825,10.0.0.11,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.8168,1,1.0000|0.2638|0.0000
1779880890.9217243,10.0.0.11,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.6242,1,1.0000|0.0880|0.0000
1779880890.923524,10.0.0.11,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.392,1,1.0000|0.5399|0.0000
1779880890.9300573,10.0.0.1,10.0.0.12,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.2992,0,1.0000|0.2637|0.0000
1779880890.9321887,10.0.0.1,10.0.0.12,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.2429,1,1.0000|0.4746|0.0000
1779880890.9339094,10.0.0.1,10.0.0.12,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.1714,1,1.0000|0.4746|0.0000
1779880890.935849,10.0.0.1,10.0.0.12,"[4, 5, 6]",15.0,14.1659,0.0,0.5169,1,1.0000|0.3507|0.0000
1779880890.9390695,10.0.0.1,10.0.0.12,"[5, 6]",15.0,5.9328,0.0,0.4001,1,1.0000|0.6217|0.0000
1779880890.9436448,10.0.0.12,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2568,0,1.0000|0.2638|0.0000
1779880890.9448714,10.0.0.12,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.1812,1,1.0000|0.2638|0.0000
1779880890.9469929,10.0.0.12,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.2625,1,1.0000|0.2638|0.0000
1779880890.9490995,10.0.0.12,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.1876,1,1.0000|0.0880|0.0000
1779880890.9502177,10.0.0.12,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1559,1,1.0000|0.5399|0.0000
1779880890.9580762,10.0.0.1,10.0.0.13,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.325,0,1.0000|0.2637|0.0000
1779880890.9599462,10.0.0.1,10.0.0.13,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.2139,1,1.0000|0.4746|0.0000
1779880890.9615555,10.0.0.1,10.0.0.13,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.1912,1,1.0000|0.4746|0.0000
1779880890.9635272,10.0.0.1,10.0.0.13,"[4, 5, 6]",15.0,14.1659,0.0,0.2074,1,1.0000|0.3507|0.0000
1779880890.966431,10.0.0.1,10.0.0.13,"[5, 6]",15.0,5.9328,0.0,0.3188,1,1.0000|0.6217|0.0000
1779880890.974918,10.0.0.13,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.3235,0,1.0000|0.2638|0.0000
1779880890.9785073,10.0.0.13,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.5629,1,1.0000|0.2638|0.0000
1779880890.9821837,10.0.0.13,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.277,1,1.0000|0.2638|0.0000
1779880890.9845037,10.0.0.13,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.206,1,1.0000|0.0880|0.0000
1779880890.9856987,10.0.0.13,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1879,1,1.0000|0.5399|0.0000
1779880890.9913592,10.0.0.1,10.0.0.14,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.3145,0,1.0000|0.2637|0.0000
1779880890.9937172,10.0.0.1,10.0.0.14,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.248,1,1.0000|0.4746|0.0000
1779880890.9954512,10.0.0.1,10.0.0.14,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.181,1,1.0000|0.4746|0.0000
1779880890.9977808,10.0.0.1,10.0.0.14,"[4, 5, 6]",15.0,14.1659,0.0,1.2727,1,1.0000|0.3507|0.0000
1779880890.9995973,10.0.0.1,10.0.0.14,"[5, 6]",15.0,5.9328,0.0,0.1845,1,1.0000|0.6217|0.0000
1779880891.0032742,10.0.0.14,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2,0,1.0000|0.2638|0.0000
1779880891.0048666,10.0.0.14,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2141,1,1.0000|0.2638|0.0000
1779880891.0067418,10.0.0.14,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.1841,1,1.0000|0.2638|0.0000
1779880891.0096288,10.0.0.14,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2091,1,1.0000|0.0880|0.0000
1779880891.0107954,10.0.0.14,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1581,1,1.0000|0.5399|0.0000
1779880891.014963,10.0.0.1,10.0.0.15,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.2294,0,1.0000|0.2637|0.0000
1779880891.0162122,10.0.0.1,10.0.0.15,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.1647,1,1.0000|0.4746|0.0000
1779880891.0195842,10.0.0.1,10.0.0.15,"[3, 4, 5, 6]",14.9998,19.8541,0.0,1.5135,1,1.0000|0.4746|0.0000
1779880891.0225682,10.0.0.1,10.0.0.15,"[4, 5, 6]",15.0,14.1659,0.0,0.3004,1,1.0000|0.3507|0.0000
1779880891.027256,10.0.0.1,10.0.0.15,"[5, 6]",15.0,5.9328,0.0,0.3018,1,1.0000|0.6217|0.0000
1779880891.0312855,10.0.0.15,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2756,0,1.0000|0.2638|0.0000
1779880891.0335631,10.0.0.15,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2773,1,1.0000|0.2638|0.0000
1779880891.0376318,10.0.0.15,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.3653,1,1.0000|0.2638|0.0000
1779880891.0397375,10.0.0.15,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2224,1,1.0000|0.0880|0.0000
1779880891.0409682,10.0.0.15,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1636,1,1.0000|0.5399|0.0000
1779880891.0464354,10.0.0.1,10.0.0.16,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.3192,0,1.0000|0.2637|0.0000
1779880891.0482903,10.0.0.1,10.0.0.16,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.2291,1,1.0000|0.4746|0.0000
1779880891.0514936,10.0.0.1,10.0.0.16,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.2646,1,1.0000|0.4746|0.0000
1779880891.0535061,10.0.0.1,10.0.0.16,"[4, 5, 6]",15.0,14.1659,0.0,0.2046,1,1.0000|0.3507|0.0000
1779880891.05519,10.0.0.1,10.0.0.16,"[5, 6]",15.0,5.9328,0.0,0.1762,1,1.0000|0.6217|0.0000
1779880891.060429,10.0.0.16,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2708,0,1.0000|0.2638|0.0000
1779880891.061831,10.0.0.16,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.1945,1,1.0000|0.2638|0.0000
1779880891.063572,10.0.0.16,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.165,1,1.0000|0.2638|0.0000
1779880891.0660388,10.0.0.16,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2666,1,1.0000|0.0880|0.0000
1779880891.0677638,10.0.0.16,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.2546,1,1.0000|0.5399|0.0000
1779880891.0732284,10.0.0.1,10.0.0.17,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.4416,0,1.0000|0.2637|0.0000
1779880891.0769577,10.0.0.1,10.0.0.17,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.5524,1,1.0000|0.4746|0.0000
1779880891.0796864,10.0.0.1,10.0.0.17,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.2673,1,1.0000|0.4746|0.0000
1779880891.0817525,10.0.0.1,10.0.0.17,"[4, 5, 6]",15.0,14.1659,0.0,0.2549,1,1.0000|0.3507|0.0000
1779880891.0867615,10.0.0.1,10.0.0.17,"[5, 6]",15.0,5.9328,0.0,0.4718,1,1.0000|0.6217|0.0000
1779880891.0931818,10.0.0.17,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.3574,0,1.0000|0.2638|0.0000
1779880891.0952494,10.0.0.17,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2642,1,1.0000|0.2638|0.0000
1779880891.0974174,10.0.0.17,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.3073,1,1.0000|0.2638|0.0000
1779880891.1003537,10.0.0.17,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2971,1,1.0000|0.0880|0.0000
1779880891.1034982,10.0.0.17,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.4406,1,1.0000|0.5399|0.0000
1779880891.1100566,10.0.0.1,10.0.0.18,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.5252,0,1.0000|0.2637|0.0000
1779880891.1131554,10.0.0.1,10.0.0.18,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.3307,1,1.0000|0.4746|0.0000
1779880891.116425,10.0.0.1,10.0.0.18,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.2923,1,1.0000|0.4746|0.0000
1779880891.118341,10.0.0.1,10.0.0.18,"[4, 5, 6]",15.0,14.1659,0.0,0.3333,1,1.0000|0.3507|0.0000
1779880891.1199086,10.0.0.1,10.0.0.18,"[5, 6]",15.0,5.9328,0.0,0.2534,1,1.0000|0.6217|0.0000
1779880891.1235979,10.0.0.18,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2015,0,1.0000|0.2638|0.0000
1779880891.1254137,10.0.0.18,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.3712,1,1.0000|0.2638|0.0000
1779880891.1286058,10.0.0.18,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.5641,1,1.0000|0.2638|0.0000
1779880891.1317697,10.0.0.18,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2878,1,1.0000|0.0880|0.0000
1779880891.1333897,10.0.0.18,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1907,1,1.0000|0.5399|0.0000
1779880891.1390164,10.0.0.1,10.0.0.19,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.4094,0,1.0000|0.2637|0.0000
1779880891.1416104,10.0.0.1,10.0.0.19,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.4573,1,1.0000|0.4746|0.0000
1779880891.1436775,10.0.0.1,10.0.0.19,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.2124,1,1.0000|0.4746|0.0000
1779880891.145584,10.0.0.1,10.0.0.19,"[4, 5, 6]",15.0,14.1659,0.0,0.4189,1,1.0000|0.3507|0.0000
1779880891.147803,10.0.0.1,10.0.0.19,"[5, 6]",15.0,5.9328,0.0,0.2096,1,1.0000|0.6217|0.0000
1779880891.1513233,10.0.0.19,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2334,0,1.0000|0.2638|0.0000
1779880891.1529577,10.0.0.19,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2174,1,1.0000|0.2638|0.0000
1779880891.1565113,10.0.0.19,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.5291,1,1.0000|0.2638|0.0000
1779880891.1606102,10.0.0.19,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2601,1,1.0000|0.0880|0.0000
1779880891.1621227,10.0.0.19,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.169,1,1.0000|0.5399|0.0000
1779880891.1705992,10.0.0.1,10.0.0.20,"[1, 2, 3, 4, 5, 6]",14.9998,34.473,0.0,0.3066,0,1.0000|0.2637|0.0000
1779880891.1727943,10.0.0.1,10.0.0.20,"[2, 3, 4, 5, 6]",14.9998,27.1637,0.0,0.4282,1,1.0000|0.4746|0.0000
1779880891.1759858,10.0.0.1,10.0.0.20,"[3, 4, 5, 6]",14.9998,19.8541,0.0,0.3748,1,1.0000|0.4746|0.0000
1779880891.1784377,10.0.0.1,10.0.0.20,"[4, 5, 6]",15.0,14.1659,0.0,0.262,1,1.0000|0.3507|0.0000
1779880891.1816347,10.0.0.1,10.0.0.20,"[5, 6]",15.0,5.9328,0.0,0.8266,1,1.0000|0.6217|0.0000
1779880891.1866338,10.0.0.20,10.0.0.1,"[6, 5, 4, 3, 2, 1]",14.9998,34.2337,0.0,0.2527,0,1.0000|0.2638|0.0000
1779880891.1898732,10.0.0.20,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.3536,1,1.0000|0.2638|0.0000
1779880891.1942408,10.0.0.20,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.309,1,1.0000|0.2638|0.0000
1779880891.1983478,10.0.0.20,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.3235,1,1.0000|0.0880|0.0000
1779880891.2003126,10.0.0.20,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.3006,1,1.0000|0.5399|0.0000
1779880891.2087586,10.0.0.1,10.0.0.21,"[1, 7]",15.0,5.0712,0.0,0.4671,0,1.0000|0.4163|0.0000
1779880891.215204,10.0.0.21,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.8557,0,1.0000|0.4341|0.0000
1779880891.2246954,10.0.0.1,10.0.0.22,"[1, 7]",15.0,5.0712,0.0,0.3264,0,1.0000|0.4163|0.0000
1779880891.2282352,10.0.0.22,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.3185,0,1.0000|0.4341|0.0000
1779880891.2361422,10.0.0.1,10.0.0.23,"[1, 7]",15.0,5.0712,0.0,0.5405,0,1.0000|0.4163|0.0000
1779880891.241898,10.0.0.23,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.2878,0,1.0000|0.4341|0.0000
1779880891.2491302,10.0.0.1,10.0.0.24,"[1, 7]",15.0,5.0712,0.0,0.4411,0,1.0000|0.4163|0.0000
1779880891.2549615,10.0.0.24,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.2608,0,1.0000|0.4341|0.0000
1779880891.2610264,10.0.0.1,10.0.0.25,"[1, 7]",15.0,5.0712,0.0,0.3138,0,1.0000|0.4163|0.0000
1779880891.2645798,10.0.0.25,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.2542,0,1.0000|0.4341|0.0000
1779880891.269887,10.0.0.1,10.0.0.26,"[1, 7]",15.0,5.0712,0.0,0.2778,0,1.0000|0.4163|0.0000
1779880891.2749414,10.0.0.26,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.5352,0,1.0000|0.4341|0.0000
1779880891.282149,10.0.0.1,10.0.0.27,"[1, 7]",15.0,5.0712,0.0,0.2916,0,1.0000|0.4163|0.0000
1779880891.2864118,10.0.0.27,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.8726,0,1.0000|0.4341|0.0000
1779880891.3008182,10.0.0.1,10.0.0.28,"[1, 7]",15.0,5.0712,0.0,0.4723,0,1.0000|0.4163|0.0000
1779880891.3180609,10.0.0.28,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.5369,0,1.0000|0.4341|0.0000
1779880891.3355033,10.0.0.1,10.0.0.29,"[1, 7]",15.0,5.0712,0.0,0.4289,0,1.0000|0.4163|0.0000
1779880891.3438196,10.0.0.29,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.385,0,1.0000|0.4341|0.0000
1779880891.35617,10.0.0.1,10.0.0.30,"[1, 7]",15.0,5.0712,0.0,0.5152,0,1.0000|0.4163|0.0000
1779880891.3645763,10.0.0.30,10.0.0.1,"[7, 1]",15.0,4.9806,0.0,0.3738,0,1.0000|0.4341|0.0000
1779880891.3727448,10.0.0.1,10.0.0.31,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,1.1609,0,1.0000|0.6849|0.0000
1779880891.3753257,10.0.0.1,10.0.0.31,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.7732,1,1.0000|0.6849|0.0000
1779880891.378772,10.0.0.1,10.0.0.31,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.9897,1,1.0000|0.6849|0.0000
1779880891.3814495,10.0.0.1,10.0.0.31,"[4, 5, 12]",14.9998,16.5812,0.0,0.5486,1,1.0000|0.2388|0.0000
1779880891.383677,10.0.0.1,10.0.0.31,"[5, 12]",14.9998,8.348,0.0,0.3548,1,1.0000|0.7498|0.0000
1779880891.388337,10.0.0.31,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.8709,0,1.0000|0.6239|0.0004
1779880891.3903809,10.0.0.31,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2058,1,1.0000|0.2638|0.0000
1779880891.3932369,10.0.0.31,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.2766,1,1.0000|0.2638|0.0000
1779880891.3960156,10.0.0.31,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.3586,1,1.0000|0.0880|0.0000
1779880891.397724,10.0.0.31,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.4246,1,1.0000|0.5399|0.0000
1779880891.4020708,10.0.0.1,10.0.0.32,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.2811,0,1.0000|0.6849|0.0000
1779880891.4039118,10.0.0.1,10.0.0.32,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.2236,1,1.0000|0.6849|0.0000
1779880891.407195,10.0.0.1,10.0.0.32,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.3383,1,1.0000|0.6849|0.0000
1779880891.4086413,10.0.0.1,10.0.0.32,"[4, 5, 12]",14.9998,16.5812,0.0,0.2234,1,1.0000|0.2388|0.0000
1779880891.4100428,10.0.0.1,10.0.0.32,"[5, 12]",14.9998,8.348,0.0,0.1974,1,1.0000|0.7498|0.0000
1779880891.414047,10.0.0.32,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.2658,0,1.0000|0.6239|0.0004
1779880891.4158309,10.0.0.32,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2005,1,1.0000|0.2638|0.0000
1779880891.4184916,10.0.0.32,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.3583,1,1.0000|0.2638|0.0000
1779880891.4221408,10.0.0.32,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.91,1,1.0000|0.0880|0.0000
1779880891.4242203,10.0.0.32,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.2706,1,1.0000|0.5399|0.0000
1779880891.4287612,10.0.0.1,10.0.0.33,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.2556,0,1.0000|0.6849|0.0000
1779880891.4306133,10.0.0.1,10.0.0.33,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.247,1,1.0000|0.6849|0.0000
1779880891.4335706,10.0.0.1,10.0.0.33,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.4678,1,1.0000|0.6849|0.0000
1779880891.4369466,10.0.0.1,10.0.0.33,"[4, 5, 12]",14.9998,16.5812,0.0,0.3021,1,1.0000|0.2388|0.0000
1779880891.4409182,10.0.0.1,10.0.0.33,"[5, 12]",14.9998,8.348,0.0,0.2921,1,1.0000|0.7498|0.0000
1779880891.447451,10.0.0.33,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.3061,0,1.0000|0.6239|0.0004
1779880891.4514835,10.0.0.33,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.298,1,1.0000|0.2638|0.0000
1779880891.4538276,10.0.0.33,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.2098,1,1.0000|0.2638|0.0000
1779880891.4554293,10.0.0.33,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.1712,1,1.0000|0.0880|0.0000
1779880891.4564674,10.0.0.33,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1516,1,1.0000|0.5399|0.0000
1779880891.4640872,10.0.0.1,10.0.0.34,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.3414,0,1.0000|0.6849|0.0000
1779880891.4656775,10.0.0.1,10.0.0.34,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.3612,1,1.0000|0.6849|0.0000
1779880891.4676962,10.0.0.1,10.0.0.34,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.3328,1,1.0000|0.6849|0.0000
1779880891.469386,10.0.0.1,10.0.0.34,"[4, 5, 12]",14.9998,16.5812,0.0,0.2432,1,1.0000|0.2388|0.0000
1779880891.4712236,10.0.0.1,10.0.0.34,"[5, 12]",14.9998,8.348,0.0,0.2334,1,1.0000|0.7498|0.0000
1779880891.4767592,10.0.0.34,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.2871,0,1.0000|0.6239|0.0004
1779880891.4794319,10.0.0.34,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.3419,1,1.0000|0.2638|0.0000
1779880891.481801,10.0.0.34,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.345,1,1.0000|0.2638|0.0000
1779880891.4847262,10.0.0.34,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.303,1,1.0000|0.0880|0.0000
1779880891.486272,10.0.0.34,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.241,1,1.0000|0.5399|0.0000
1779880891.4927125,10.0.0.1,10.0.0.35,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.2956,0,1.0000|0.6849|0.0000
1779880891.495166,10.0.0.1,10.0.0.35,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.2146,1,1.0000|0.6849|0.0000
1779880891.4967275,10.0.0.1,10.0.0.35,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.1688,1,1.0000|0.6849|0.0000
1779880891.4982197,10.0.0.1,10.0.0.35,"[4, 5, 12]",14.9998,16.5812,0.0,0.2201,1,1.0000|0.2388|0.0000
1779880891.5012186,10.0.0.1,10.0.0.35,"[5, 12]",14.9998,8.348,0.0,0.2692,1,1.0000|0.7498|0.0000
1779880891.5052881,10.0.0.35,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.2348,0,1.0000|0.6239|0.0004
1779880891.5075145,10.0.0.35,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.1743,1,1.0000|0.2638|0.0000
1779880891.509851,10.0.0.35,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.4027,1,1.0000|0.2638|0.0000
1779880891.5120265,10.0.0.35,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2048,1,1.0000|0.0880|0.0000
1779880891.5132473,10.0.0.35,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.1631,1,1.0000|0.5399|0.0000
1779880891.517945,10.0.0.1,10.0.0.36,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.2015,0,1.0000|0.6849|0.0000
1779880891.5191824,10.0.0.1,10.0.0.36,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.2186,1,1.0000|0.6849|0.0000
1779880891.5215318,10.0.0.1,10.0.0.36,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.1748,1,1.0000|0.6849|0.0000
1779880891.5230765,10.0.0.1,10.0.0.36,"[4, 5, 12]",14.9998,16.5812,0.0,0.1626,1,1.0000|0.2388|0.0000
1779880891.5248532,10.0.0.1,10.0.0.36,"[5, 12]",14.9998,8.348,0.0,0.2196,1,1.0000|0.7498|0.0000
1779880891.5280719,10.0.0.36,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.2012,0,1.0000|0.6239|0.0004
1779880891.5310984,10.0.0.36,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.313,1,1.0000|0.2638|0.0000
1779880891.5339534,10.0.0.36,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.304,1,1.0000|0.2638|0.0000
1779880891.5375984,10.0.0.36,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.3753,1,1.0000|0.0880|0.0000
1779880891.5400593,10.0.0.36,10.0.0.1,"[2, 1]",15.0,7.2187,0.0,0.2444,1,1.0000|0.5399|0.0000
1779880891.5459564,10.0.0.1,10.0.0.37,"[1, 2, 3, 4, 5, 12]",14.9998,36.8882,0.0,0.3128,0,1.0000|0.6849|0.0000
1779880891.5480332,10.0.0.1,10.0.0.37,"[2, 3, 4, 5, 12]",14.9998,29.579,0.0,0.5221,1,1.0000|0.6849|0.0000
1779880891.5516999,10.0.0.1,10.0.0.37,"[3, 4, 5, 12]",14.9998,22.2693,0.0,0.3011,1,1.0000|0.6849|0.0000
1779880891.5555904,10.0.0.1,10.0.0.37,"[4, 5, 12]",14.9998,16.5812,0.0,0.3066,1,1.0000|0.2388|0.0000
1779880891.5596967,10.0.0.1,10.0.0.37,"[5, 12]",14.9998,8.348,0.0,0.2587,1,1.0000|0.7498|0.0000
1779880891.563873,10.0.0.37,10.0.0.1,"[12, 5, 4, 3, 2, 1]",14.9998,36.8604,0.0,0.267,0,1.0000|0.6239|0.0004
1779880891.5665152,10.0.0.37,10.0.0.1,"[5, 4, 3, 2, 1]",14.9998,28.2254,0.0,0.2694,1,1.0000|0.2638|0.0000
1779880891.5696244,10.0.0.37,10.0.0.1,"[4, 3, 2, 1]",14.9998,20.2165,0.0,0.3562,1,1.0000|0.2638|0.0000
1779880891.5722895,10.0.0.37,10.0.0.1,"[3, 2, 1]",14.9998,14.644,0.0,0.2644,1,1.0000|0.0880|0.0000
